#Data tag : 19v3 , Norm tag: composite
+-------------+-------------------+------+------+----------------+---------------+
| run:fill    | time              | nls  | ncms | delivered(/fb) | recorded(/fb) |
| 321012:7037 | 08/08/18 13:58:30 | 46   | 46   | 0.005253617    | 0.004974448   |
| 321051:7039 | 08/09/18 03:17:54 | 1099 | 1099 | 0.323179463    | 0.311577321   |
| 321055:7039 | 08/09/18 10:35:36 | 730  | 730  | 0.128411458    | 0.125495500   |
| 321067:7040 | 08/09/18 18:21:44 | 590  | 590  | 0.178773693    | 0.172706969   |
| 321068:7040 | 08/09/18 22:16:40 | 705  | 705  | 0.151087956    | 0.147136741   |
| 321069:7040 | 08/10/18 02:54:15 | 313  | 313  | 0.051305481    | 0.049557775   |
| 321119:7042 | 08/10/18 15:12:52 | 168  | 168  | 0.062142564    | 0.058668389   |
| 321121:7042 | 08/10/18 16:22:06 | 45   | 45   | 0.016635624    | 0.015831462   |
| 321122:7042 | 08/10/18 16:42:10 | 385  | 385  | 0.125162266    | 0.120346156   |
| 321124:7042 | 08/10/18 19:20:25 | 814  | 814  | 0.191897227    | 0.185307787   |
| 321126:7042 | 08/11/18 01:03:45 | 493  | 493  | 0.081502595    | 0.078957429   |
| 321134:7043 | 08/11/18 08:39:55 | 38   | 38   | 0.008416261    | 0.008164269   |
| 321138:7043 | 08/11/18 09:36:25 | 721  | 721  | 0.146204755    | 0.141976636   |
| 321140:7043 | 08/11/18 14:25:01 | 798  | 798  | 0.119693342    | 0.116949370   |
| 321149:7045 | 08/11/18 22:25:55 | 1700 | 1700 | 0.447670434    | 0.434674653   |
| 321165:7047 | 08/12/18 15:19:23 | 2    | 2    | 0.000806762    | 0.000389898   |
| 321166:7047 | 08/12/18 15:42:32 | 10   | 10   | 0.003997463    | 0.003380938   |
| 321167:7047 | 08/12/18 15:51:01 | 918  | 918  | 0.282763401    | 0.274126989   |
| 321177:7048 | 08/13/18 03:40:20 | 411  | 411  | 0.156072679    | 0.151674214   |
| 321178:7048 | 08/13/18 06:57:22 | 74   | 74   | 0.023596124    | 0.023034517   |
| 321218:7052 | 08/13/18 12:13:49 | 899  | 899  | 0.292541183    | 0.282500585   |
| 321219:7052 | 08/13/18 18:10:44 | 930  | 930  | 0.186211343    | 0.181189493   |
| 321221:7052 | 08/14/18 00:13:21 | 40   | 40   | 0.006038613    | 0.005906206   |
| 321230:7053 | 08/14/18 03:33:41 | 81   | 81   | 0.032086407    | 0.022670378   |
| 321231:7053 | 08/14/18 04:09:24 | 58   | 58   | 0.024271382    | 0.014523657   |
| 321232:7053 | 08/14/18 04:36:11 | 24   | 24   | 0.009687275    | 0.006057920   |
| 321233:7053 | 08/14/18 04:47:55 | 727  | 727  | 0.238948586    | 0.231852526   |
| 321262:7054 | 08/14/18 12:50:07 | 4    | 4    | 0.001737787    | 0.001669120   |
| 321283:7055 | 08/14/18 15:05:56 | 309  | 309  | 0.124576282    | 0.119780879   |
| 321294:7055 | 08/14/18 17:35:51 | 62   | 62   | 0.022067521    | 0.020610486   |
| 321295:7055 | 08/14/18 18:01:35 | 734  | 734  | 0.208661372    | 0.201490287   |
| 321296:7055 | 08/14/18 22:55:44 | 56   | 56   | 0.012397914    | 0.011876596   |
| 321305:7056 | 08/15/18 02:02:21 | 2625 | 2625 | 0.621840421    | 0.601904525   |
| 321311:7056 | 08/15/18 20:48:28 | 10   | 10   | 0.000941655    | 0.000473243   |
| 321312:7056 | 08/15/18 20:55:17 | 761  | 761  | 0.061529666    | 0.060265688   |
| 321313:7056 | 08/16/18 01:55:17 | 408  | 408  | 0.026959409    | 0.026586081   |
| 321393:7058 | 08/17/18 05:32:36 | 138  | 138  | 0.051870893    | 0.049689179   |
| 321396:7058 | 08/17/18 06:29:54 | 1468 | 1468 | 0.377916654    | 0.364646123   |
| 321397:7058 | 08/17/18 16:06:23 | 365  | 365  | 0.053675056    | 0.052262513   |
| 321414:7061 | 08/17/18 21:14:10 | 1242 | 1242 | 0.395049108    | 0.380801771   |
| 321415:7061 | 08/18/18 05:21:19 | 802  | 802  | 0.145798289    | 0.141782267   |
| 321431:7063 | 08/18/18 13:51:46 | 151  | 151  | 0.058347375    | 0.055907925   |
| 321432:7063 | 08/18/18 14:54:29 | 46   | 46   | 0.017797099    | 0.016577963   |
| 321433:7063 | 08/18/18 15:15:09 | 124  | 124  | 0.045245014    | 0.042731538   |
| 321434:7063 | 08/18/18 16:07:00 | 637  | 637  | 0.186426959    | 0.180882406   |
| 321436:7063 | 08/18/18 20:20:52 | 710  | 710  | 0.142079561    | 0.138441929   |
| 321457:7065 | 08/19/18 07:38:11 | 1843 | 1843 | 0.501549811    | 0.482761896   |
| 321461:7065 | 08/19/18 19:38:10 | 149  | 149  | 0.021566306    | 0.021013094   |
| 321475:7069 | 08/20/18 01:30:43 | 2028 | 2028 | 0.488689788    | 0.471912521   |
| 321710:7078 | 08/23/18 13:20:08 | 52   | 52   | 0.018046259    | 0.017235399   |
| 321712:7078 | 08/23/18 13:42:14 | 244  | 244  | 0.086871842    | 0.083397568   |
| 321730:7080 | 08/23/18 21:10:55 | 280  | 280  | 0.110154861    | 0.102670834   |
| 321732:7080 | 08/23/18 23:11:04 | 1405 | 1405 | 0.357816819    | 0.344691926   |
| 321735:7080 | 08/24/18 08:33:27 | 146  | 146  | 0.024345227    | 0.023661290   |
| 321755:7083 | 08/24/18 13:48:50 | 683  | 683  | 0.220665175    | 0.213437556   |
| 321758:7083 | 08/24/18 18:21:07 | 152  | 152  | 0.038637372    | 0.037517590   |
| 321760:7083 | 08/24/18 19:44:52 | 805  | 805  | 0.150632665    | 0.146153421   |
| 321773:7087 | 08/25/18 12:11:58 | 55   | 55   | 0.022124395    | 0.021058783   |
| 321774:7087 | 08/25/18 12:43:49 | 117  | 117  | 0.045889276    | 0.043723139   |
| 321775:7087 | 08/25/18 13:36:11 | 13   | 13   | 0.004960631    | 0.004807240   |
| 321776:7087 | 08/25/18 13:57:38 | 29   | 29   | 0.010628238    | 0.010304681   |
| 321777:7087 | 08/25/18 14:14:59 | 187  | 187  | 0.063976900    | 0.058616866   |
| 321778:7087 | 08/25/18 16:07:27 | 127  | 127  | 0.037333649    | 0.036058295   |
| 321780:7087 | 08/25/18 17:04:57 | 481  | 481  | 0.116933559    | 0.113674716   |
| 321781:7087 | 08/25/18 20:38:11 | 380  | 380  | 0.070570108    | 0.068009102   |
| 321813:7090 | 08/26/18 09:20:15 | 321  | 321  | 0.125075552    | 0.120243809   |
| 321815:7090 | 08/26/18 12:01:16 | 23   | 23   | 0.007776365    | 0.005120206   |
| 321817:7090 | 08/26/18 12:20:00 | 535  | 535  | 0.153300874    | 0.148473508   |
| 321818:7090 | 08/26/18 15:50:06 | 687  | 687  | 0.142371142    | 0.138015351   |
| 321820:7090 | 08/26/18 20:26:15 | 214  | 214  | 0.032880906    | 0.032068958   |
| 321831:7091 | 08/27/18 00:10:22 | 749  | 749  | 0.258302647    | 0.248042890   |
| 321832:7091 | 08/27/18 05:06:22 | 490  | 490  | 0.119497504    | 0.115961844   |
| 321833:7091 | 08/27/18 08:27:00 | 397  | 397  | 0.076706990    | 0.074190773   |
| 321834:7091 | 08/27/18 11:05:28 | 333  | 333  | 0.051569711    | 0.049809506   |
| 321879:7092 | 08/27/18 17:57:43 | 261  | 261  | 0.094657372    | 0.090170659   |
| 321880:7092 | 08/27/18 20:01:46 | 130  | 130  | 0.042742253    | 0.041375820   |
| 321887:7095 | 08/28/18 01:04:04 | 895  | 895  | 0.287810036    | 0.276941304   |
| 321908:7097 | 08/28/18 13:40:10 | 416  | 416  | 0.151878856    | 0.145314737   |
| 321909:7097 | 08/28/18 16:31:34 | 1652 | 1652 | 0.351366816    | 0.340569377   |
| 321917:7098 | 08/29/18 05:24:24 | 798  | 798  | 0.271675031    | 0.261219957   |
| 321919:7098 | 08/29/18 10:38:52 | 6    | 6    | 0.001642874    | 0.001488823   |
| 321933:7099 | 08/29/18 14:09:13 | 282  | 282  | 0.104891275    | 0.101007248   |
| 321960:7101 | 08/29/18 21:26:49 | 24   | 24   | 0.007956220    | 0.007304486   |
| 321961:7101 | 08/29/18 21:43:01 | 354  | 354  | 0.138272961    | 0.132126192   |
| 321973:7105 | 08/30/18 09:44:30 | 1205 | 1205 | 0.372698429    | 0.358666936   |
| 321975:7105 | 08/30/18 17:37:18 | 866  | 866  | 0.150778733    | 0.145783784   |
| 321988:7108 | 08/31/18 03:56:29 | 1325 | 1325 | 0.399105341    | 0.384021716   |
| 321990:7108 | 08/31/18 13:16:37 | 471  | 471  | 0.083326865    | 0.081031948   |
| 322013:7109 | 08/31/18 18:44:38 | 5    | 5    | 0.001437657    | 0.001146111   |
| 322014:7109 | 08/31/18 18:52:10 | 17   | 17   | 0.007087789    | 0.006669868   |
| 322022:7110 | 08/31/18 21:02:55 | 1749 | 1749 | 0.469842949    | 0.452968644   |
| 322040:7112 | 09/01/18 11:09:06 | 39   | 39   | 0.014437023    | 0.013692424   |
| 322057:7114 | 09/01/18 20:28:32 | 21   | 21   | 0.008912977    | 0.008235478   |
| 322068:7117 | 09/02/18 02:40:56 | 674  | 674  | 0.243731161    | 0.232599447   |
| 322079:7118 | 09/02/18 11:24:26 | 360  | 360  | 0.146804255    | 0.140244760   |
| 322106:7120 | 09/02/18 21:40:43 | 824  | 824  | 0.292892361    | 0.281859052   |
| 322113:7122 | 09/03/18 06:37:14 | 108  | 108  | 0.043431506    | 0.040789720   |
| 322118:7122 | 09/03/18 07:20:37 | 861  | 861  | 0.278951041    | 0.268228934   |
| 322179:7123 | 09/03/18 16:39:51 | 1738 | 1738 | 0.487748580    | 0.469749616   |
| 322201:7124 | 09/04/18 05:55:39 | 220  | 220  | 0.089803711    | 0.084335391   |
| 322204:7124 | 09/04/18 07:24:58 | 1129 | 1129 | 0.323917810    | 0.310869790   |
| 322222:7124 | 09/04/18 14:53:45 | 526  | 526  | 0.096306016    | 0.092744223   |
| 322252:7125 | 09/04/18 20:29:20 | 1538 | 1538 | 0.437408106    | 0.420357700   |
| 322317:7127 | 09/05/18 12:01:44 | 54   | 54   | 0.020269615    | 0.019245910   |
| 322319:7127 | 09/05/18 12:25:29 | 159  | 159  | 0.062992019    | 0.055502234   |
| 322322:7127 | 09/05/18 13:29:27 | 1106 | 1106 | 0.303352082    | 0.292464047   |
| 322324:7127 | 09/05/18 21:27:53 | 416  | 416  | 0.071323290    | 0.069259748   |
| 322332:7128 | 09/06/18 02:11:56 | 1019 | 1019 | 0.326773150    | 0.313995681   |
| 322348:7131 | 09/06/18 13:43:39 | 1466 | 1466 | 0.430051125    | 0.414112209   |
| 322355:7132 | 09/07/18 01:05:42 | 99   | 99   | 0.036048974    | 0.033876145   |
| 322356:7132 | 09/07/18 01:45:19 | 779  | 779  | 0.242598280    | 0.234583361   |
| 322381:7133 | 09/07/18 11:10:32 | 533  | 533  | 0.186111260    | 0.178729681   |
| 322407:7135 | 09/07/18 17:47:22 | 537  | 537  | 0.178564202    | 0.169958460   |
| 322430:7137 | 09/08/18 01:19:19 | 456  | 456  | 0.161448020    | 0.156140903   |
| 322431:7137 | 09/08/18 06:34:56 | 1108 | 1108 | 0.221535497    | 0.214230370   |
| 322480:7139 | 09/08/18 17:33:13 | 333  | 333  | 0.115370387    | 0.109337318   |
| 322492:7139 | 09/08/18 20:56:03 | 1385 | 1385 | 0.297558625    | 0.287515058   |
| 322510:7142 | 09/09/18 08:32:39 | 9    | 9    | 0.002497753    | 0.002228890   |
| 322599:7144 | 09/09/18 15:58:47 | 250  | 250  | 0.099780660    | 0.094350581   |
| 322602:7144 | 09/09/18 17:40:01 | 69   | 69   | 0.025794356    | 0.024109024   |
| 322603:7144 | 09/09/18 18:08:09 | 10   | 10   | 0.003641608    | 0.002693892   |
| 322605:7144 | 09/09/18 18:13:23 | 278  | 278  | 0.092827219    | 0.089623887   |
| 322617:7144 | 09/09/18 21:12:33 | 601  | 601  | 0.141694463    | 0.136645564   |
| 322625:7145 | 09/10/18 03:32:10 | 1120 | 1120 | 0.347816656    | 0.335273291   |
| 322633:7145 | 09/10/18 10:51:34 | 249  | 249  | 0.052624689    | 0.050945617   |
| 323414:7213 | 09/24/18 01:51:16 | 39   | 39   | 0.006719451    | 0.006204142   |
| 323423:7213 | 09/24/18 05:01:48 | 133  | 133  | 0.021797476    | 0.021037074   |
| 323470:7217 | 09/24/18 13:47:51 | 221  | 221  | 0.084338654    | 0.080200218   |
| 323471:7217 | 09/24/18 15:18:19 | 232  | 232  | 0.080490089    | 0.075495647   |
| 323472:7217 | 09/24/18 16:50:41 | 64   | 64   | 0.020335972    | 0.019315198   |
| 323473:7217 | 09/24/18 17:40:41 | 202  | 202  | 0.057248182    | 0.054519627   |
| 323474:7217 | 09/24/18 19:42:20 | 352  | 352  | 0.080373578    | 0.077807771   |
| 323475:7217 | 09/24/18 22:00:42 | 77   | 77   | 0.014812315    | 0.014194080   |
| 323487:7218 | 09/25/18 03:28:20 | 449  | 449  | 0.160412938    | 0.154166173   |
| 323488:7218 | 09/25/18 06:30:08 | 745  | 745  | 0.193196247    | 0.186197456   |
| 323492:7218 | 09/25/18 11:45:43 | 28   | 28   | 0.006046351    | 0.005823197   |
| 323493:7218 | 09/25/18 11:58:37 | 140  | 140  | 0.028298225    | 0.027375069   |
| 323495:7218 | 09/25/18 12:54:31 | 187  | 187  | 0.033597040    | 0.032346526   |
| 323524:7221 | 09/25/18 22:36:20 | 530  | 530  | 0.179516198    | 0.172934401   |
| 323525:7221 | 09/26/18 02:05:25 | 1117 | 1117 | 0.251759819    | 0.242648282   |
| 323526:7221 | 09/26/18 09:22:43 | 462  | 462  | 0.066501059    | 0.064950697   |
| 323693:7234 | 09/29/18 01:47:30 | 113  | 113  | 0.042503466    | 0.040083352   |
| 323696:7234 | 09/29/18 02:33:10 | 257  | 257  | 0.093142024    | 0.088847729   |
| 323702:7234 | 09/29/18 08:56:34 | 808  | 808  | 0.150177767    | 0.145958433   |
| 323725:7236 | 09/29/18 18:38:39 | 326  | 326  | 0.124160744    | 0.118533045   |
| 323726:7236 | 09/29/18 20:49:58 | 53   | 53   | 0.018453247    | 0.014606471   |
| 323727:7236 | 09/29/18 21:13:04 | 970  | 970  | 0.255625833    | 0.246903637   |
| 323755:7239 | 09/30/18 11:17:44 | 929  | 929  | 0.308086666    | 0.296639246   |
| 323775:7240 | 09/30/18 19:49:18 | 129  | 129  | 0.049072549    | 0.046767743   |
| 323778:7240 | 09/30/18 20:41:26 | 934  | 934  | 0.282906951    | 0.270935867   |
| 323790:7242 | 10/01/18 07:35:02 | 895  | 895  | 0.288879170    | 0.276737455   |
| 323794:7242 | 10/01/18 13:29:17 | 68   | 68   | 0.016768359    | 0.016056603   |
| 323841:7245 | 10/01/18 23:32:02 | 463  | 463  | 0.162433907    | 0.155038205   |
| 323857:7245 | 10/02/18 02:35:30 | 357  | 357  | 0.098889061    | 0.095513180   |
| 323940:7252 | 10/03/18 01:12:47 | 1514 | 1514 | 0.446032277    | 0.426706208   |
| 323954:7252 | 10/03/18 11:06:37 | 77   | 77   | 0.015712808    | 0.015140930   |
| 323976:7253 | 10/03/18 14:01:34 | 44   | 44   | 0.015721020    | 0.014398765   |
| 323978:7253 | 10/03/18 14:23:01 | 68   | 68   | 0.027109874    | 0.021951778   |
| 323980:7253 | 10/03/18 14:51:36 | 194  | 194  | 0.071229907    | 0.067731897   |
| 323983:7253 | 10/03/18 16:11:58 | 184  | 184  | 0.059689775    | 0.056791397   |
| 323997:7253 | 10/03/18 17:30:39 | 498  | 498  | 0.134603845    | 0.128791789   |
| 324021:7256 | 10/04/18 01:48:39 | 759  | 759  | 0.264374575    | 0.252485124   |
| 324022:7256 | 10/04/18 06:50:15 | 554  | 554  | 0.131866343    | 0.127785561   |
| 324077:7259 | 10/04/18 22:20:56 | 699  | 699  | 0.252291564    | 0.242582801   |
| 324201:7264 | 10/06/18 23:58:19 | 1355 | 1355 | 0.377752030    | 0.362857357   |
| 324202:7264 | 10/07/18 08:48:52 | 238  | 238  | 0.040100971    | 0.039241165   |
| 324205:7264 | 10/07/18 10:31:04 | 160  | 160  | 0.023677708    | 0.022963460   |
| 324206:7264 | 10/07/18 11:38:14 | 133  | 133  | 0.018046575    | 0.017522834   |
| 324207:7264 | 10/07/18 12:44:24 | 33   | 33   | 0.004195281    | 0.004054579   |
| 324209:7264 | 10/07/18 13:02:20 | 142  | 142  | 0.016389579    | 0.016078704   |
| 324237:7265 | 10/07/18 21:29:58 | 204  | 204  | 0.078673755    | 0.074991780   |
| 324245:7266 | 10/08/18 01:31:07 | 1659 | 1659 | 0.433797729    | 0.417199145   |
| 324293:7270 | 10/08/18 23:08:14 | 2302 | 2302 | 0.530791728    | 0.513035432   |
| 324315:7271 | 10/09/18 16:26:19 | 199  | 199  | 0.074232709    | 0.070436622   |
| 324318:7271 | 10/09/18 17:53:42 | 331  | 331  | 0.104258409    | 0.099840257   |
| 324420:7274 | 10/11/18 00:24:57 | 625  | 625  | 0.209585307    | 0.199727029   |
| 324729:7308 | 10/16/18 09:28:04 | 193  | 193  | 0.015342787    | 0.014796593   |
| 324747:7309 | 10/16/18 12:56:26 | 1071 | 1071 | 0.322615644    | 0.308246149   |
| 324764:7309 | 10/16/18 19:54:47 | 143  | 143  | 0.031177102    | 0.030065379   |
| 324765:7309 | 10/16/18 20:52:50 | 478  | 478  | 0.090476912    | 0.087679541   |
| 324769:7309 | 10/16/18 23:59:45 | 328  | 328  | 0.047990107    | 0.046770044   |
| 324772:7309 | 10/17/18 02:48:00 | 165  | 165  | 0.019188224    | 0.018782623   |
| 324785:7310 | 10/17/18 06:16:27 | 582  | 582  | 0.193328816    | 0.185797535   |
| 324791:7310 | 10/17/18 10:04:47 | 1195 | 1195 | 0.247352700    | 0.239578557   |
| 324835:7314 | 10/17/18 22:30:14 | 248  | 248  | 0.092469269    | 0.083562833   |
| 324840:7314 | 10/18/18 00:41:14 | 12   | 12   | 0.004072862    | 0.002541088   |
| 324841:7314 | 10/18/18 01:18:35 | 1343 | 1343 | 0.311956913    | 0.301008029   |
| 324846:7314 | 10/18/18 10:06:07 | 515  | 515  | 0.070651043    | 0.068552956   |
| 324878:7315 | 10/18/18 16:07:07 | 1734 | 1734 | 0.417945642    | 0.403016934   |
| 324897:7317 | 10/19/18 06:41:04 | 141  | 141  | 0.053284044    | 0.050228783   |
| 324970:7320 | 10/19/18 15:42:39 | 2183 | 2183 | 0.497971963    | 0.479465581   |
| 324980:7321 | 10/20/18 08:16:24 | 2263 | 2263 | 0.535219638    | 0.513294960   |
| 324997:7324 | 10/21/18 04:34:58 | 115  | 115  | 0.042527064    | 0.038586760   |
| 324998:7324 | 10/21/18 05:23:14 | 361  | 361  | 0.121186336    | 0.114235368   |
| 324999:7324 | 10/21/18 07:47:04 | 14   | 14   | 0.004195108    | 0.003883479   |
| 325000:7324 | 10/21/18 08:03:55 | 371  | 371  | 0.098210765    | 0.094663582   |
| 325001:7324 | 10/21/18 10:29:40 | 592  | 592  | 0.123406774    | 0.119138042   |
| 325022:7328 | 10/21/18 21:10:37 | 1550 | 1550 | 0.447816048    | 0.433385704   |
| 325057:7331 | 10/22/18 14:07:34 | 342  | 342  | 0.126567801    | 0.120048335   |
| 325097:7333 | 10/22/18 21:19:15 | 53   | 53   | 0.019943273    | 0.017770090   |
| 325098:7333 | 10/22/18 21:46:04 | 8    | 8    | 0.003173569    | 0.002038523   |
| 325099:7333 | 10/22/18 21:50:54 | 387  | 387  | 0.145534497    | 0.139170738   |
| 325100:7333 | 10/23/18 00:24:31 | 252  | 252  | 0.078345682    | 0.074467205   |
| 325101:7333 | 10/23/18 02:07:46 | 482  | 482  | 0.122751088    | 0.118270296   |
| 325110:7333 | 10/23/18 05:48:34 | 14   | 14   | 0.002969567    | 0.002841384   |
| 325117:7333 | 10/23/18 07:39:08 | 531  | 531  | 0.087981464    | 0.085216684   |
| 325159:7334 | 10/23/18 14:38:00 | 208  | 208  | 0.065326448    | 0.061439969   |
| 325168:7334 | 10/23/18 16:09:33 | 18   | 18   | 0.005526891    | 0.004288854   |
| 325169:7334 | 10/23/18 16:19:28 | 23   | 23   | 0.006960291    | 0.005577620   |
| 325170:7334 | 10/23/18 16:31:17 | 1203 | 1203 | 0.272475703    | 0.263142487   |
| 325172:7334 | 10/24/18 00:23:24 | 472  | 472  | 0.069745130    | 0.067635724   |
+-------------+-------------------+------+------+----------------+---------------+
#Summary: 
+-------+------+--------+--------+-------------------+------------------+
| nfill | nrun | nls    | ncms   | totdelivered(/fb) | totrecorded(/fb) |
+-------+------+--------+--------+-------------------+------------------+
| 100   | 252  | 125333 | 125333 | 32.975657063      | 31.710078195     |
+-------+------+--------+--------+-------------------+------------------+

#Check JSON:
#(run,ls) in json but not in results: []
